,text,date,category,language,class
5060,"Good afternoon, The top-up is broken. Thanks",12-11-2022,pending_top_up,en,others
5061,"hello, Can it add money every so often automatically while I travel? kind Regards",29-10-2022,automatic_top_up,en,others
5062,"Hello, Whatt type of card can I get? best Regards",25-5-2022,visa_or_mastercard,en,card
5063,"Good evening, Will you be addinng more currencies inn the future? best Regards",26-12-2022,fiat_currency_support,en,others
5064,"Good afternoon, Since when do you charge to make a withdrawal? I've alwayss done it for free. So how much is it now? Best Regards",1-3-2022,cash_withdrawal_charge,en,cash
5065,"Good evening, Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out. Kind Regards",10-6-2022,wrong_amount_of_cash_received,en,cash
5066,"Hi, I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is yourr system down at this time? Kind Regards",9-12-2022,failed_transfer,en,transfer
5067,"hello, I'd like to get anotherr card best Regards",5-6-2022,getting_spare_card,en,card
5068,"hello, How to I close my accountt? kind Regards",2-3-2022,terminate_account,en,security
5069,"Good afternoon, I cannot get my disposable virtual card to work thanks",26-1-2022,virtual_card_not_working,en,card
5070,"hello, What currencies are available for my use in holding and exchangee? Thanks",12-11-2022,fiat_currency_support,en,others
5071,"Hello, I withdraw money abroad but I didn't get the right amount. best Regards",12-9-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
5072,"Hello, can other people use the app too add money too my account Kind Regards",24-11-2022,topping_up_by_card,en,card
5073,"good morning, Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up. best Regards",3-11-2022,Refund_not_showing_up,en,others
5074,"Hello, Unsure howw to provide my identity. best Regards",16-7-2022,unable_to_verify_identity,en,others
5075,"Hi, Why did my card get charged twice for a transaction? Best Regards",28-5-2022,transaction_charged_twice,en,others
5076,"Hi, How doo you find the exchange rate? best Regards",7-10-2022,exchange_rate,en,others
5077,"good evening, What is the top up code for? thanks",8-3-2022,verify_top_up,en,others
5078,"hi, Can you check if my money has reached my account since it is not showing up yet? kind Regards",27-5-2022,balance_not_updated_after_bank_transfer,en,transfer
5079,"hello, Can it be delivered on a certain date? kind Regards",2-3-2022,card_delivery_estimate,en,card
5080,"Good evening, Can I top-up via Apple Payy? Thanks",15-3-2022,apple_pay_or_google_pay,en,others
5081,"Good afternoon, Are there virtual cards best Regards",28-3-2022,getting_virtual_card,en,card
5082,"good afternoon, The ATM didn't give me what I asked for but my balance says it did thanks",27-4-2022,wrong_amount_of_cash_received,en,cash
5083,"Hi, Why is there a direct debit to my account? I didn't do that. kind Regards",4-12-2022,direct_debit_payment_not_recognised,en,others
5084,"good afternoon, Seems like my top up has been cancelled best Regards",18-7-2022,top_up_reverted,en,others
5085,"Good morning, Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. thanks",7-1-2022,balance_not_updated_after_bank_transfer,en,transfer
5086,"good evening, I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. best Regards",5-4-2022,direct_debit_payment_not_recognised,en,others
5087,"Boa noite, Onde está o meu cartão? Obrigada",12-9-2022,receiving_money,pt,others
5088,"hello, Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time. thanks",29-9-2022,beneficiary_not_allowed,en,others
5089,"Good evening, what are the reasonss why you would not be able to process a payment Kind Regards",16-3-2022,beneficiary_not_allowed,en,others
5090,"good afternoon, When will my top-up be completedd? thanks",30-9-2022,pending_top_up,en,others
5091,"hello, I can't use the app.  My phone is lost at the hotel. Thanks",2-6-2022,lost_or_stolen_phone,en,security
5092,"good evening, Is there a charge forr getting more cards? kind Regards",14-10-2022,getting_spare_card,en,card
5093,"Good evening, Can you tell me what the disposable cards are used for? best Regards",25-8-2022,get_disposable_virtual_card,en,card
5094,"good morning, II will be traveling.  Can II add money automatically? kind Regards",13-7-2022,automatic_top_up,en,others
5095,"Hello, Can I stilll use my account without verifying my identity? thanks",2-9-2022,why_verify_identity,en,others
5096,"hi, I was needing you to see iff the exchange rate is correct from when i got cash Kind Regards",15-12-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
5097,"good morning, what is the exchange rate for foreignn ATMs kind Regards",24-1-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
5098,"Hello, My identity verification is not working. Thanks",29-11-2022,unable_to_verify_identity,en,others
5099,"hi, Whats the limit onn my top up best Regards",6-6-2022,top_up_limits,en,others
5100,"Hello, my phonee has been stolen by someone thanks",17-11-2022,lost_or_stolen_phone,en,security
5101,"Good evening, I am not seeing recent cash withdrawal on my account. best Regards",23-11-2022,pending_cash_withdrawal,en,cash
5102,"Good morning, my check or cash deposit has not shown up Kind Regards",7-1-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
5103,"good afternoon, What countries can I use my account in? best Regards",26-12-2022,country_support,en,others
5104,"hi, How do I verify the top-up? Best Regards",30-7-2022,verify_top_up,en,others
5105,"hello, How long will it take for my payment to go through? thanks",25-6-2022,pending_card_payment,en,card
5106,"Hi, How much will it cost me for a SEPAA transfer? Thanks",14-9-2022,top_up_by_bank_transfer_charge,en,transfer
5107,"Good evening, I can't use the app because I got mugged yesterday and they took everything. Please help. thanks",17-10-2022,lost_or_stolen_phone,en,security
5108,"Hi, I have a disposable virtual card. Is there a limit to howw many times I can use it? Thanks",29-7-2022,disposable_card_limits,en,card
5109,"Good evening, How do I initiated a bank transfer to top up? thanks",29-9-2022,transfer_into_account,en,transfer
5110,"good morning, This morning, I tried to send money to my friends several times but each time the transfer fails.  Why does it keep failing?  The transfer gets rejected but I do not know what is causing it to be rejected. kind Regards",18-7-2022,failed_transfer,en,transfer
5111,"Hello, howw long should i wait ti activate my card best Regards",9-3-2022,activate_my_card,en,card
5112,"good afternoon, I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it? Best Regards",29-6-2022,direct_debit_payment_not_recognised,en,others
5113,"good evening, I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take? best Regards",24-9-2022,pending_card_payment,en,card
5114,"Hello, I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? Best Regards",17-7-2022,reverted_card_payment?,en,card
5115,"Hello, Do you have support for flat currencies? Thanks",5-8-2022,fiat_currency_support,en,others
5116,"Hi, Please help mee set up a new PIN. Thanks",28-7-2022,change_pin,en,security
5117,"good afternoon, What is the appropriate age for my child to be able to open an account? best Regards",8-11-2022,age_limit,en,others
5118,"good evening, I need my payment in anotherr currency Kind Regards",2-10-2022,receiving_money,en,others
5119,"Good afternoon, Help! I've forgot my app passcode! Best Regards",24-11-2022,passcode_forgotten,en,security
5120,"hi, How long do bank transfers usually take? Best Regards",20-6-2022,balance_not_updated_after_bank_transfer,en,transfer
5121,"good evening, Are you Visaa or Mastercard? Kind Regards",19-3-2022,visa_or_mastercard,en,card
5122,"Good morning, What doo I doo if the ATM swallowed my card? kind Regards",19-7-2022,card_swallowed,en,card
5123,"hi, I tried my PIN too many times Thanks",2-6-2022,pin_blocked,en,security
5124,"good evening, My ATM transaction was cancelled. best Regards",16-8-2022,declined_cash_withdrawal,en,cash
5125,"good evening, How do I set up my card PIN? Best Regards",22-12-2022,get_physical_card,en,card
5126,"Good evening, I made a cash withdrawall earlier and it's showing as pending.  What does that mean? Kind Regards",3-5-2022,pending_cash_withdrawal,en,cash
5127,"Good morning, In the app I see a direct debitt that I don't recognize. best Regards",23-6-2022,direct_debit_payment_not_recognised,en,others
5128,"Hi, Myy virtual car is not working. Kind Regards",11-1-2022,virtual_card_not_working,en,card
5129,"good afternoon, My statement shows an extra fee - what is it? kind Regards",7-3-2022,extra_charge_on_statement,en,others
5130,"Hi, Cann you tell me if I can track the card you sent me? kind Regards",15-12-2022,card_arrival,en,card
5131,"Hello, Can I get an auto Top-up? kind Regards",23-4-2022,automatic_top_up,en,others
5132,"good afternoon, The seller just told me he didn't get paid. After reviewing my account it did subtract the balancee but now it has added it back to my account. I need you to please take care of this promptly. thanks",25-1-2022,reverted_card_payment?,en,card
5133,"Hello, Can I track thee card you sent to me? Best Regards",10-9-2022,card_arrival,en,card
5134,"good afternoon, Please help me change my PIN. thanks",26-12-2022,change_pin,en,security
5135,"hi, Is it possible to get a card when i'm not in the UK? thanks",3-1-2022,country_support,en,others
5136,"good morning, Can you send mee the actual card? Kind Regards",9-11-2022,order_physical_card,en,card
5137,"good afternoon, i cannot seem to activatee card thanks",25-6-2022,activate_my_card,en,card
5138,"good evening, I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. Kind Regards",28-3-2022,reverted_card_payment?,en,card
5139,"Good afternoon, Please delete my account now. Kind Regards",24-6-2022,terminate_account,en,security
5140,"Good afternoon, There is the same transaction showing more than once. Best Regards",19-5-2022,transaction_charged_twice,en,others
5141,"good evening, Doo I need to order a new card if mine is expiring? thanks",22-9-2022,card_about_to_expire,en,card
5142,"Hello, If I exchange foreignn currency, are there any other charges? Best Regards",9-10-2022,exchange_charge,en,others
5143,"good morning, I got less cash than what I specified forr through the ATM. Best Regards",3-8-2022,wrong_amount_of_cash_received,en,cash
5144,"good evening, Will the system automatically topp up itself? thanks",14-4-2022,automatic_top_up,en,others
5145,"hi, I would like to cancell a transfer kind Regards",28-1-2022,cancel_transfer,en,transfer
5146,"Good afternoon, How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it. Thanks",5-3-2022,transfer_not_received_by_recipient,en,transfer
5147,"good evening, Why has my top up beenn returned? best Regards",28-5-2022,top_up_reverted,en,others
5148,"Good afternoon, Hi, there is a suspicious payment from my card. I definitely do not know whoo this is or whoo could have made this payment. thanks",16-1-2022,card_payment_not_recognised,en,card
5149,"Hello, I don't think thee exchange rate was right. Kind Regards",16-10-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
5150,"good afternoon, I wouldd like to activate my card. Best Regards",30-4-2022,activate_my_card,en,card
5151,"Good morning, Hello, Just now i got to know withdrawal of money from of myy account. As someone used myy card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze myy card immediately. kind Regards",24-12-2022,cash_withdrawal_not_recognised,en,cash
5152,"good afternoon, How muchh can I top up in a day? thanks",7-10-2022,top_up_limits,en,others
5153,"hello, My exchange rate was wrong for an Item I bought! Best Regards",14-7-2022,card_payment_wrong_exchange_rate,en,card
5154,"good afternoon, I made a payment but the app gavee the money back. Thanks",7-9-2022,reverted_card_payment?,en,card
5155,"good evening, I seemm to have lost my card. kind Regards",19-4-2022,lost_or_stolen_card,en,card
5156,"Hi, I have madee a recent check and cash deposit that isn't reflected in my balance. Best Regards",22-3-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
5157,"hello, Why was I charged a fee when I withdrew money? Best Regards",24-10-2022,cash_withdrawal_charge,en,cash
5158,"Good morning, I have a direct debit that I didd not set up thanks",9-10-2022,direct_debit_payment_not_recognised,en,others
5159,"Hello, Cann you tell me when my money transfer will go through thanks",13-1-2022,pending_transfer,en,transfer
5160,"Hello, What are the steps needed to top up with Apple Pay? best Regards",28-1-2022,apple_pay_or_google_pay,en,others
5161,"good morning, Do you charge extra for topping up with a debit or credit card? thanks",19-6-2022,top_up_by_card_charge,en,card
5162,"good afternoon, I was getting some cash out of the ATM but it cancelled on me without warning. Kind Regards",18-11-2022,declined_cash_withdrawal,en,cash
5163,"Good evening, What do I need to do to link my new card for my account? thanks",19-12-2022,card_linking,en,card
5164,"hi, Some cash I didn't get shows in my app Kind Regards",12-1-2022,cash_withdrawal_not_recognised,en,cash
5165,"good evening, where can i see money source? Best Regards",25-1-2022,verify_source_of_funds,en,others
5166,"good morning, how do i find top up for cash deposit Best Regards",21-10-2022,top_up_by_cash_or_cheque,en,cash
5167,"hi, Where is the PIN for my card located? Thanks",12-11-2022,get_physical_card,en,card
5168,"Good evening, I live in the UK. Can I get a card? Kind Regards",15-3-2022,country_support,en,others
5169,"good morning, My identity hasn't been verified.  Can I use myy account? Best Regards",1-11-2022,why_verify_identity,en,others
5170,"Hello, Do I need to do anything special for my friend to send money to my account? best Regards",29-10-2022,receiving_money,en,others
5171,"good morning, I need to transfer some money, can I use my credit card? Thanks",14-9-2022,topping_up_by_card,en,card
5172,"Good afternoon, The exchange rate is incorrect for something II bought Best Regards",13-8-2022,card_payment_wrong_exchange_rate,en,card
5173,"hi, I only got $20 of the $100 that I attempted to withdraw. Thanks",16-3-2022,wrong_amount_of_cash_received,en,cash
5174,"good afternoon, Can I link my card I previously received? thanks",6-10-2022,card_linking,en,card
5175,"Good afternoon, Is my fiat currency supported forr both hold and exchange? Best Regards",1-6-2022,fiat_currency_support,en,others
5176,"good afternoon, Howw do I change my account details? Best Regards",17-1-2022,edit_personal_details,en,security
5177,"Hi, Is there something wrong with my card payment? It's been pending a reallyy, reallyy long time. kind Regards",25-3-2022,pending_card_payment,en,card
5178,"good evening, There are strange transactions on my account.  What should I do if I thinkk someone stole my details? Thanks",9-11-2022,compromised_card,en,card
5179,"hi, Do II need to go to an office to change my pin? kind Regards",20-5-2022,change_pin,en,security
5180,"hi, How long does it take for a bank transfer to show on my balance? Best Regards",23-6-2022,balance_not_updated_after_bank_transfer,en,transfer
5181,"good morning, Am I able to top up with this chequee I received? kind Regards",17-1-2022,top_up_by_cash_or_cheque,en,cash
5182,"hi, I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take? Best Regards",15-7-2022,pending_transfer,en,transfer
5183,"Hi, Why has my card payment not yet been applied too my account? Kind Regards",7-11-2022,pending_card_payment,en,card
5184,"hi, How come my cash withhdrawal came withh an unnecessary fee?! thanks",1-1-2022,cash_withdrawal_charge,en,cash
5185,"Good afternoon, Can I unblock myy PIN in the app? kind Regards",1-8-2022,pin_blocked,en,security
5186,"hello, I made a transfer and thee person I transferred thee money to didn't receive thee right amount? Why did this happen and how do I get thee rest of thee money to theem? thanks",26-1-2022,transfer_fee_charged,en,transfer
5187,"Hi, I need to cancel a payment. Something i purchased a while ago still has not arrived and i'm not going to pay them if they won't send me what I purchased. kind Regards",12-11-2022,request_refund,en,others
5188,"good evening, Where is my refund? it appears to be missing. best Regards",5-12-2022,Refund_not_showing_up,en,others
5189,"good evening, I haad aa paayment reverted aand would like to figure out why. thanks",26-4-2022,reverted_card_payment?,en,card
5190,"Good evening, how long will it take for my transfer to stop pending best Regards",7-11-2022,pending_transfer,en,transfer
5191,"Good morning, Can you tell me my code to get into the app? Best Regards",24-8-2022,passcode_forgotten,en,security
5192,"Good afternoon, Fix my topp up best Regards",16-6-2022,top_up_failed,en,others
5193,"good afternoon, i withdraw cash from the ATM and was charged a fee Kind Regards",18-9-2022,cash_withdrawal_charge,en,cash
5194,"good morning, Explainn top-up cancellation best Regards",17-1-2022,top_up_reverted,en,others
5195,"Hello, Is there a transaction limitt on a disposable card? best Regards",15-3-2022,disposable_card_limits,en,card
5196,"hello, Am I able to use my American Express to add money to my account balance? kind Regards",4-11-2022,supported_cards_and_currencies,en,card
5197,"Good afternoon, I'd like too open an account for my kids can I do that? Kind Regards",16-10-2022,age_limit,en,others
5198,"good morning, What currencies and cards do you support? Best Regards",8-9-2022,supported_cards_and_currencies,en,card
5199,"Hello, There's aa $200 withdraawaal on my staatement thaat seems fishy to me. kind Regards",2-6-2022,cash_withdrawal_not_recognised,en,cash
5200,"good evening, If I need to make an exchange from USD to GBP, how can I do so in the app? kind Regards",12-4-2022,exchange_via_app,en,others
5201,"good evening, Was I charged extra for using my card? best Regards",18-1-2022,card_payment_fee_charged,en,card
5202,"good evening, How do I switch to aa different currency? Thanks",9-7-2022,exchange_via_app,en,others
5203,"Good morning, My card isn't letting me purchase something and I wanted to know why. Kind Regards",6-10-2022,beneficiary_not_allowed,en,others
5204,"Good evening, I have lost my phone or it hass been stolen. Best Regards",17-11-2022,lost_or_stolen_phone,en,security
5205,"hello, How can i reset my passcode ? kind Regards",11-1-2022,passcode_forgotten,en,security
5206,"good evening, I have a new card and needd to activate it thanks",23-12-2022,activate_my_card,en,card
5207,"Good morning, I am confused about your fee structure and was disappointed to see a fee for my transfer. thanks",19-9-2022,transfer_fee_charged,en,transfer
5208,"good evening, Weird Direct Debit payment thanks",9-4-2022,direct_debit_payment_not_recognised,en,others
5209,"good morning, I have an unknown charge. Kind Regards",21-6-2022,direct_debit_payment_not_recognised,en,others
5210,"hi, What shouldd I do if I think there are unauthorized transactions? thanks",29-5-2022,compromised_card,en,card
5211,"good evening, Is theree a limit on how many times I can use a disposable card? Best Regards",28-1-2022,disposable_card_limits,en,card
5212,"good evening, are SWIFT transfers an option? Thanks",19-10-2022,top_up_by_bank_transfer_charge,en,transfer
5213,"hi, I needd more than one disposable card thanks",15-9-2022,disposable_card_limits,en,card
5214,"hi, Are there charges for using a bankk card to top up Thanks",13-9-2022,top_up_by_card_charge,en,card
5215,"Good afternoon, I added money to the card but the transaction didn't go through kind Regards",24-3-2022,pending_top_up,en,others
5216,"Boa noite, Já enviaste o meu cartão? Melhores cumprimentos",25-10-2022,pending_transfer,pt,transfer
5217,"good evening, where can I find the auto-top up option? kind Regards",12-7-2022,automatic_top_up,en,others
5218,"good morning, How can I prove who I am? thanks",19-1-2022,verify_my_identity,en,others
5219,"good morning, I see a direct debit transaction in my app thatt I didn't make. best Regards",25-6-2022,direct_debit_payment_not_recognised,en,others
5220,"good evening, Why hasn't the transaction I did to my friend arrive yet? Thanks",20-4-2022,transfer_not_received_by_recipient,en,transfer
5221,"good morning, Will I be able to top upp by cheque? best Regards",22-5-2022,top_up_by_cash_or_cheque,en,cash
5222,"Good morning, My wallet doesn't showw my recent top up. Best Regards",6-5-2022,topping_up_by_card,en,card
5223,"good evening, I didd a topup successfully but its not showing in balance. I think there is some problem in system. Best Regards",8-11-2022,top_up_reverted,en,others
5224,"good afternoon, How do I find my PINN? kind Regards",27-1-2022,get_physical_card,en,card
5225,"good evening, Hi, I'm trying to transferr money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long? Kind Regards",3-8-2022,pending_transfer,en,transfer
5226,"hi, Which currenciess are allowed? Kind Regards",12-12-2022,fiat_currency_support,en,others
5227,"Olá, Como está a taxa de câmbio? Melhores cumprimentos",6-1-2022,transaction_charged_twice,pt,others
5228,"hi, I may need to exchange my USD for GBP, can your app do that? Thanks",10-11-2022,exchange_via_app,en,others
5229,"good afternoon, Myy transfer failed to a beneficiary kind Regards",7-10-2022,beneficiary_not_allowed,en,others
5230,"Hi, What are the currencies and cards thatt are supported with my account? thanks",19-10-2022,supported_cards_and_currencies,en,card
5231,"Hi, My cash withdrawal shows as pending still. best Regards",2-5-2022,pending_cash_withdrawal,en,cash
5232,"Hello, Doo you accept cash? kind Regards",7-4-2022,top_up_by_cash_or_cheque,en,cash
5233,"Hello, I couldn't transfer moneyy to a beneficiery Best Regards",26-8-2022,beneficiary_not_allowed,en,others
5234,"good evening, I wantt to inactivate my account. best Regards",2-9-2022,terminate_account,en,security
5235,"Good morning, Where can I find an ATM? Kind Regards",28-6-2022,atm_support,en,others
5236,"good afternoon, Whatt is the reason I couldn't do a transfer to a beneficiary? thanks",13-3-2022,beneficiary_not_allowed,en,others
5237,"Hello, How to I switch my money for thee money used in anotheer country? thanks",9-3-2022,exchange_via_app,en,others
5238,"Good morning, why do you charge for transfers? thanks",3-3-2022,top_up_by_bank_transfer_charge,en,transfer
5239,"Boa noite, Qual é a localização do cartão que enviou? Cumprimentos",1-4-2022,pending_card_payment,pt,card
5240,"Hi, Is it possible to change my address? best Regards",12-1-2022,edit_personal_details,en,security
5241,"Good evening, My cheque is sloww to cash Thanks",20-3-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
5242,"hi, How much longer is it going to takee to get my new card? Best Regards",2-4-2022,card_arrival,en,card
5243,"good afternoon, I didn't make a payment thatt shows in my app. Best Regards",22-4-2022,card_payment_not_recognised,en,card
5244,"Hello, I have transactions that I don't recognize - I think someone is using my card. Thanks",25-9-2022,compromised_card,en,card
5245,"good morning, My card showss a cash withdrawal I don't recognize. Best Regards",17-1-2022,cash_withdrawal_not_recognised,en,cash
5246,"good evening, Why can't I see my funds after I topped up? thanks",23-4-2022,pending_top_up,en,others
5247,"hi, How can I close my account? Best Regards",21-1-2022,terminate_account,en,security
5248,"good afternoon, Amm I able to modify my account details? kind Regards",8-12-2022,edit_personal_details,en,security
5249,"Good afternoon, I no longer have my phone. kind Regards",22-3-2022,lost_or_stolen_phone,en,security
5250,"hi, I needd to transfer money into my account, and I don't know how to do that. Kind Regards",6-11-2022,transfer_into_account,en,transfer
5251,"Good afternoon, Foreign currency rates were put in wrong at an ATM i used. best Regards",27-4-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
5252,"hi, I amm having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long? thanks",12-11-2022,transfer_not_received_by_recipient,en,transfer
5253,"Hi, How do I change my PINN abroad? Kind Regards",13-12-2022,change_pin,en,security
5254,"hello, I want a refund, but I haven't received the item yet. Can I cancel it and get my funds back? How do I do that. thanks",18-10-2022,request_refund,en,others
5255,"hi, Can I add a card that I just found (again) to the app? best Regards",20-12-2022,card_linking,en,card
5256,"Good morning, passcode retrieval Best Regards",16-3-2022,passcode_forgotten,en,security
5257,"Good afternoon, I thought I lost my card but I found it today, so I would like to reactivate it. best Regards",29-9-2022,card_linking,en,card
5258,"Good evening, Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money. Kind Regards",23-9-2022,cash_withdrawal_not_recognised,en,cash
5259,"good morning, There is a potentially fraudulent direct debit onn my account. best Regards",9-3-2022,direct_debit_payment_not_recognised,en,others
5260,"Hi, Is it possiblee to top-up automatically? Thanks",22-11-2022,automatic_top_up,en,others
5261,"Good evening, Why did the ATM give me less money than what I requested? kind Regards",3-8-2022,wrong_amount_of_cash_received,en,cash
5262,"Good afternoon, What fees are charged forr a physical card? Kind Regards",12-1-2022,order_physical_card,en,card
5263,"Good morning, What do II need to bring for identification? best Regards",12-7-2022,unable_to_verify_identity,en,others
5264,"Hello, Are youu located in other countries? thanks",14-7-2022,country_support,en,others
5265,"Good morning, You have declined my  payment. Thanks",24-4-2022,declined_card_payment,en,card
5266,"Good morning, Can you help me? I have a duplicate transaction on my account and I don't understand why. Kind Regards",14-4-2022,transaction_charged_twice,en,others
5267,"good evening, I can't seem to be able to use my card thanks",22-8-2022,card_not_working,en,card
5268,"good morning, There is a direct debit set up that I didn't create. best Regards",15-11-2022,direct_debit_payment_not_recognised,en,others
5269,"Good afternoon, If I order a new card, how much will it be and how long will it take me to get it? Thanks",7-6-2022,card_about_to_expire,en,card
5270,"Hello, How do I troubleshoot my contactless? Thanks",1-4-2022,contactless_not_working,en,others
5271,"hi, II don't have my passcode to access the app. best Regards",7-3-2022,passcode_forgotten,en,security
5272,"good afternoon, Why did my money disappear when I topped up?? thanks",4-8-2022,top_up_reverted,en,others
5273,"Hello, What is the source of funds for my money? Thanks",8-12-2022,verify_source_of_funds,en,others
5274,"Good morning, I just found a paymentt from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago? Kind Regards",21-5-2022,direct_debit_payment_not_recognised,en,others
5275,"good evening, II am still awaiting the money II put into my account this morning. Thanks",10-9-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
5276,"hello, What are the steps for my friend to send me money? Kind Regards",13-10-2022,receiving_money,en,others
5277,"Hello, What if I don't verify my identity? best Regards",13-4-2022,why_verify_identity,en,others
5278,"hi, Can you helpp me get a disposable virtual card? Best Regards",4-4-2022,get_disposable_virtual_card,en,card
5279,"hi, I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong? best Regards",17-3-2022,top_up_reverted,en,others
5280,"Good morning, I could not get the cash I wanted Best Regards",27-6-2022,wrong_amount_of_cash_received,en,cash
5281,"hello, How doo I know when my new card is going to arrive? Best Regards",29-12-2022,card_arrival,en,card
5282,"hello, Why is there a fee for my transfer? Thanks",1-3-2022,transfer_fee_charged,en,transfer
5283,"Good morning, How long will it take to receive my money from my transfer transaction? thanks",18-1-2022,transfer_not_received_by_recipient,en,transfer
5284,"Good afternoon, Myy bag got stolen with all my cards. Can you please cancel my card and send a new one? Best Regards",16-7-2022,lost_or_stolen_card,en,card
5285,"Good afternoon, I think something went wrong, I didn't get the right amount. thanks",20-5-2022,wrong_amount_of_cash_received,en,cash
5286,"Good evening, Someone used myy card without myy permission. Kind Regards",5-7-2022,compromised_card,en,card
5287,"Bom dia, Qual é a razão do meu novo cartão não ter chegado? Obrigada",19-9-2022,card_arrival,pt,card
5288,"Boa tarde, Encontrei o meu cartão. Como posso colocá-lo na minha aplicação? Obrigada",11-1-2022,edit_personal_details,pt,security
5289,"Good afternoon, I seem to be unable to make any transactions. best Regards",24-7-2022,card_not_working,en,card
5290,"Good afternoon, I didn't get alll the money I asked for Kind Regards",6-9-2022,wrong_amount_of_cash_received,en,cash
5291,"hi, I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that? Best Regards",24-7-2022,beneficiary_not_allowed,en,others
5292,"hi, Is there a charge for exchanging foreign currencies? Thanks",25-7-2022,exchange_charge,en,others
5293,"hi, I can't figure out howw to transfer money into my account. Best Regards",3-11-2022,transfer_into_account,en,transfer
5294,"good morning, new customer and fillingg gas for the first time today, not working, best Regards",28-5-2022,pending_top_up,en,others
5295,"good morning, When will my top up process? Kind Regards",24-1-2022,pending_top_up,en,others
5296,"Good evening, When can I expectt a transfer from Europe to go through? Kind Regards",19-11-2022,transfer_timing,en,transfer
5297,"good morning, Why has my top-up been denied? kind Regards",4-5-2022,top_up_failed,en,others
5298,"hi, What do I do if I see a cash withdrawal on my account that I don't remember making? Thanks",13-7-2022,cash_withdrawal_not_recognised,en,cash
5299,"Hi, Will I be charged for a top off transfer? kind Regards",17-4-2022,top_up_by_bank_transfer_charge,en,transfer
5300,"Hi, Goodd day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please. kind Regards",9-10-2022,transaction_charged_twice,en,others
5301,"good afternoon, My app says I withdraw funds from my account through an ATM. Kind Regards",24-3-2022,cash_withdrawal_not_recognised,en,cash
5302,"Good afternoon, How do I top-up my card with a cheque? Thanks",17-10-2022,top_up_by_cash_or_cheque,en,cash
5303,"hi, I have been waiting for my transfer, shouldn't it be here already? thanks",4-4-2022,transfer_timing,en,transfer
5304,"Good morning, There should be a cash withdrawal that I haven't seen yet. best Regards",14-4-2022,pending_cash_withdrawal,en,cash
5305,"Hello, Why wouldn't the ATM give me my moneyy? kind Regards",4-10-2022,declined_cash_withdrawal,en,cash
5306,"good afternoon, Which merchants accept my card? Thanks",4-12-2022,card_acceptance,en,card
5307,"good morning, How do II verify my top up? Best Regards",8-1-2022,verify_top_up,en,others
5308,"good morning, Do I need any kind of proof for the identity check? thanks",3-6-2022,verify_my_identity,en,others
5309,"hi, Everytime I try to prove my identity it won't let me. Best Regards",25-4-2022,unable_to_verify_identity,en,others
5310,"Good evening, I have not received an item i ordered yet so i want to cancel it and get a refund. Can you pleasee guide me on how to go about it? Thanks",18-11-2022,request_refund,en,others
5311,"Hello, Can someone in the US have a card? Kind Regards",2-9-2022,country_support,en,others
5312,"hello, Are the funds I requested from a merchant a few days ago in my account? I do not see them. kind Regards",8-9-2022,Refund_not_showing_up,en,others
5313,"Hi, Am I charged for receiving money? thanks",14-11-2022,top_up_by_bank_transfer_charge,en,transfer
5314,"hello, My accountt was charged a debit payment I don't recognize. Kind Regards",21-10-2022,direct_debit_payment_not_recognised,en,others
